,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
0,2019-03-26T00:00:00.000Z,34.9,37.99,34.0,37.99,35281,34.9,37.99,34.0,37.99,35281,0.0,1.0
1,2019-03-27T00:00:00.000Z,17.0,33.5,14.2,33.5,1143598,17.0,33.5,14.2,33.5,1143598,0.0,1.0
2,2019-03-28T00:00:00.000Z,14.51,18.5,14.48,18.5,332093,14.51,18.5,14.48,18.5,332093,0.0,1.0
3,2019-03-29T00:00:00.000Z,13.69,14.51,11.9,14.0,574120,13.69,14.51,11.9,14.0,574120,0.0,1.0
4,2019-04-01T00:00:00.000Z,12.47,14.89,12.35,14.08,339847,12.47,14.89,12.35,14.08,339847,0.0,1.0
5,2019-04-02T00:00:00.000Z,14.01,14.74,12.89,12.89,264170,14.01,14.74,12.89,12.89,264170,0.0,1.0
6,2019-04-03T00:00:00.000Z,5.52,15.95,5.27,14.47,2911058,5.52,15.95,5.27,14.47,2911058,0.0,1.0
7,2019-04-04T00:00:00.000Z,6.02,6.44,5.0,5.79,1380497,6.02,6.44,5.0,5.79,1380497,0.0,1.0
8,2019-04-05T00:00:00.000Z,5.75,6.05,5.45,5.75,987181,5.75,6.05,5.45,5.75,987181,0.0,1.0
9,2019-04-08T00:00:00.000Z,5.27,5.75,5.25,5.75,423497,5.27,5.75,5.25,5.75,423497,0.0,1.0
10,2019-04-09T00:00:00.000Z,5.4,5.82,5.21,5.49,631404,5.4,5.82,5.21,5.49,631404,0.0,1.0
11,2019-04-10T00:00:00.000Z,5.22,5.589,5.12,5.56,261848,5.22,5.589,5.12,5.56,261848,0.0,1.0
12,2019-04-11T00:00:00.000Z,8.88,9.26,5.3,5.42,6269793,8.88,9.26,5.3,5.42,6269793,0.0,1.0
13,2019-04-12T00:00:00.000Z,8.19,11.2,7.7,9.34,5313384,8.19,11.2,7.7,9.34,5313384,0.0,1.0
14,2019-04-15T00:00:00.000Z,9.13,9.7,8.56,9.51,2219355,9.13,9.7,8.56,9.51,2219355,0.0,1.0
15,2019-04-16T00:00:00.000Z,7.75,9.34,7.4,9.34,911491,7.75,9.34,7.4,9.34,911491,0.0,1.0
16,2019-04-17T00:00:00.000Z,6.98,7.94,6.39,7.75,599113,6.98,7.94,6.39,7.75,599113,0.0,1.0
17,2019-04-18T00:00:00.000Z,7.45,8.13,6.55,6.92,706812,7.45,8.13,6.55,6.92,706812,0.0,1.0
18,2019-04-22T00:00:00.000Z,7.51,7.78,7.16,7.45,171737,7.51,7.78,7.16,7.45,171737,0.0,1.0
19,2019-04-23T00:00:00.000Z,7.2,7.71,7.0,7.6,192710,7.2,7.71,7.0,7.6,192710,0.0,1.0
20,2019-04-24T00:00:00.000Z,7.68,9.1,7.05,7.3,1076198,7.68,9.1,7.05,7.3,1076198,0.0,1.0
21,2019-04-25T00:00:00.000Z,8.08,8.49,7.71,7.82,676493,8.08,8.49,7.71,7.82,676493,0.0,1.0
22,2019-04-26T00:00:00.000Z,7.88,8.3,7.55,8.3,235990,7.88,8.3,7.55,8.3,235990,0.0,1.0
23,2019-04-29T00:00:00.000Z,8.3,8.636,7.7,7.88,564180,8.3,8.636,7.7,7.88,564180,0.0,1.0
24,2019-04-30T00:00:00.000Z,8.1,8.463,7.88,8.3,204889,8.1,8.463,7.88,8.3,204889,0.0,1.0
25,2019-05-01T00:00:00.000Z,8.43,8.83,8.22,8.81,984131,8.43,8.83,8.22,8.81,984131,0.0,1.0
26,2019-05-02T00:00:00.000Z,8.18,8.4,7.9,8.35,243398,8.18,8.4,7.9,8.35,243398,0.0,1.0
27,2019-05-03T00:00:00.000Z,8.29,8.5,7.98,8.23,268057,8.29,8.5,7.98,8.23,268057,0.0,1.0
28,2019-05-06T00:00:00.000Z,7.65,8.188,7.65,7.82,251311,7.65,8.188,7.65,7.82,251311,0.0,1.0
29,2019-05-07T00:00:00.000Z,7.58,8.0,7.55,7.83,154729,7.58,8.0,7.55,7.83,154729,0.0,1.0
30,2019-05-08T00:00:00.000Z,7.34,7.68,7.153,7.6,214549,7.34,7.68,7.153,7.6,214549,0.0,1.0
31,2019-05-09T00:00:00.000Z,7.1,7.36,6.9,7.18,153386,7.1,7.36,6.9,7.18,153386,0.0,1.0
32,2019-05-10T00:00:00.000Z,7.48,7.67,7.13,7.16,189751,7.48,7.67,7.13,7.16,189751,0.0,1.0
33,2019-05-13T00:00:00.000Z,7.25,7.3,7.0,7.21,121744,7.25,7.3,7.0,7.21,121744,0.0,1.0
34,2019-05-14T00:00:00.000Z,7.65,7.65,7.25,7.3,116937,7.65,7.65,7.25,7.3,116937,0.0,1.0
35,2019-05-15T00:00:00.000Z,7.33,7.74,7.31,7.4,162106,7.33,7.74,7.31,7.4,162106,0.0,1.0
36,2019-05-16T00:00:00.000Z,6.9,7.58,6.75,7.45,231022,6.9,7.58,6.75,7.45,231022,0.0,1.0
37,2019-05-17T00:00:00.000Z,6.02,6.887,5.9,6.81,472425,6.02,6.887,5.9,6.81,472425,0.0,1.0
38,2019-05-20T00:00:00.000Z,5.62,6.091,5.55,5.95,176699,5.62,6.091,5.55,5.95,176699,0.0,1.0
39,2019-05-21T00:00:00.000Z,5.58,5.99,5.5,5.99,178219,5.58,5.99,5.5,5.99,178219,0.0,1.0
40,2019-05-22T00:00:00.000Z,5.17,5.6,5.15,5.56,285484,5.17,5.6,5.15,5.56,285484,0.0,1.0
41,2019-05-23T00:00:00.000Z,5.06,5.17,4.99,5.17,249936,5.06,5.17,4.99,5.17,249936,0.0,1.0
42,2019-05-24T00:00:00.000Z,5.02,5.24,4.75,5.13,334268,5.02,5.24,4.75,5.13,334268,0.0,1.0
43,2019-05-28T00:00:00.000Z,4.94,5.05,4.8,5.01,87778,4.94,5.05,4.8,5.01,87778,0.0,1.0
44,2019-05-29T00:00:00.000Z,4.95,5.0,4.712,4.8,133634,4.95,5.0,4.712,4.8,133634,0.0,1.0
45,2019-05-30T00:00:00.000Z,5.0,5.19,4.93,5.03,305104,5.0,5.19,4.93,5.03,305104,0.0,1.0
46,2019-05-31T00:00:00.000Z,4.83,4.99,4.76,4.9,100323,4.83,4.99,4.76,4.9,100323,0.0,1.0
47,2019-06-03T00:00:00.000Z,4.57,4.89,4.57,4.84,112538,4.57,4.89,4.57,4.84,112538,0.0,1.0
48,2019-06-04T00:00:00.000Z,4.55,4.7796,4.4511,4.6,171849,4.55,4.7796,4.4511,4.6,171849,0.0,1.0
49,2019-06-05T00:00:00.000Z,4.42,4.64,4.36,4.59,153419,4.42,4.64,4.36,4.59,153419,0.0,1.0
50,2019-06-06T00:00:00.000Z,4.16,4.5,4.15,4.43,146349,4.16,4.5,4.15,4.43,146349,0.0,1.0
51,2019-06-07T00:00:00.000Z,4.24,4.32,4.1372,4.17,103614,4.24,4.32,4.1372,4.17,103614,0.0,1.0
52,2019-06-10T00:00:00.000Z,4.42,5.0,4.2,4.27,466868,4.42,5.0,4.2,4.27,466868,0.0,1.0
53,2019-06-11T00:00:00.000Z,4.29,4.59,4.21,4.38,160266,4.29,4.59,4.21,4.38,160266,0.0,1.0
54,2019-06-12T00:00:00.000Z,4.39,4.5,4.259,4.29,156548,4.39,4.5,4.259,4.29,156548,0.0,1.0
55,2019-06-13T00:00:00.000Z,4.35,4.44,4.28,4.38,75061,4.35,4.44,4.28,4.38,75061,0.0,1.0
56,2019-06-14T00:00:00.000Z,4.2,4.5,4.13,4.35,158165,4.2,4.5,4.13,4.35,158165,0.0,1.0
57,2019-06-17T00:00:00.000Z,3.92,4.362,3.84,4.21,166656,3.92,4.362,3.84,4.21,166656,0.0,1.0
58,2019-06-18T00:00:00.000Z,3.81,4.08,3.8,3.92,199690,3.81,4.08,3.8,3.92,199690,0.0,1.0
59,2019-06-19T00:00:00.000Z,3.51,3.85,3.5,3.81,250945,3.51,3.85,3.5,3.81,250945,0.0,1.0
60,2019-06-20T00:00:00.000Z,3.61,5.5,3.57,3.6,2677123,3.61,5.5,3.57,3.6,2677123,0.0,1.0
61,2019-06-21T00:00:00.000Z,3.61,3.97,3.56,3.65,329229,3.61,3.97,3.56,3.65,329229,0.0,1.0
62,2019-06-24T00:00:00.000Z,3.19,3.65,3.15,3.62,329940,3.19,3.65,3.15,3.62,329940,0.0,1.0
63,2019-06-25T00:00:00.000Z,3.28,3.89,3.23,3.59,2221563,3.28,3.89,3.23,3.59,2221563,0.0,1.0
64,2019-06-26T00:00:00.000Z,2.93,3.39,2.8,3.25,910354,2.93,3.39,2.8,3.25,910354,0.0,1.0
65,2019-06-27T00:00:00.000Z,2.59,2.93,2.55,2.86,756187,2.59,2.93,2.55,2.86,756187,0.0,1.0
66,2019-06-28T00:00:00.000Z,3.11,3.86,2.691,2.84,5465249,3.11,3.86,2.691,2.84,5465249,0.0,1.0
67,2019-07-01T00:00:00.000Z,2.88,3.09,2.8,3.08,1070444,2.88,3.09,2.8,3.08,1070444,0.0,1.0
68,2019-07-02T00:00:00.000Z,2.68,2.936,2.6,2.86,1104267,2.68,2.936,2.6,2.86,1104267,0.0,1.0
69,2019-07-03T00:00:00.000Z,2.42,2.65,2.4,2.62,1200831,2.42,2.65,2.4,2.62,1200831,0.0,1.0
70,2019-07-05T00:00:00.000Z,2.18,2.4,2.11,2.4,1410795,2.18,2.4,2.11,2.4,1410795,0.0,1.0
71,2019-07-08T00:00:00.000Z,2.05,2.38,2.01,2.3,2159369,2.05,2.38,2.01,2.3,2159369,0.0,1.0
72,2019-07-09T00:00:00.000Z,2.24,2.3,1.9,2.05,2309939,2.24,2.3,1.9,2.05,2309939,0.0,1.0
73,2019-07-10T00:00:00.000Z,2.07,2.23,2.05,2.12,1217959,2.07,2.23,2.05,2.12,1217959,0.0,1.0
74,2019-07-11T00:00:00.000Z,2.12,2.18,1.97,2.03,1078423,2.12,2.18,1.97,2.03,1078423,0.0,1.0
75,2019-07-12T00:00:00.000Z,2.04,2.15,1.98,2.07,1189834,2.04,2.15,1.98,2.07,1189834,0.0,1.0
76,2019-07-15T00:00:00.000Z,2.08,2.12,1.99,2.06,707453,2.08,2.12,1.99,2.06,707453,0.0,1.0
77,2019-07-16T00:00:00.000Z,2.38,2.41,2.06,2.08,1544258,2.38,2.41,2.06,2.08,1544258,0.0,1.0
78,2019-07-17T00:00:00.000Z,2.09,2.34,2.0,2.31,1148417,2.09,2.34,2.0,2.31,1148417,0.0,1.0
79,2019-07-18T00:00:00.000Z,2.04,2.13,2.02,2.05,560711,2.04,2.13,2.02,2.05,560711,0.0,1.0
80,2019-07-19T00:00:00.000Z,2.01,2.1,1.955,2.06,737033,2.01,2.1,1.955,2.06,737033,0.0,1.0
81,2019-07-22T00:00:00.000Z,1.84,2.05,1.82,2.01,875095,1.84,2.05,1.82,2.01,875095,0.0,1.0
82,2019-07-23T00:00:00.000Z,1.71,1.91,1.68,1.85,809728,1.71,1.91,1.68,1.85,809728,0.0,1.0
83,2019-07-24T00:00:00.000Z,1.85,1.88,1.63,1.69,534213,1.85,1.88,1.63,1.69,534213,0.0,1.0
84,2019-07-25T00:00:00.000Z,1.7,1.84,1.66,1.83,464378,1.7,1.84,1.66,1.83,464378,0.0,1.0
85,2019-07-26T00:00:00.000Z,1.74,1.82,1.7,1.7,215930,1.74,1.82,1.7,1.7,215930,0.0,1.0
86,2019-07-29T00:00:00.000Z,1.67,1.77,1.65,1.76,247602,1.67,1.77,1.65,1.76,247602,0.0,1.0
87,2019-07-30T00:00:00.000Z,1.66,1.67,1.61,1.64,209933,1.66,1.67,1.61,1.64,209933,0.0,1.0
88,2019-07-31T00:00:00.000Z,1.71,1.86,1.65,1.68,656440,1.71,1.86,1.65,1.68,656440,0.0,1.0
89,2019-08-01T00:00:00.000Z,1.7,1.78,1.67,1.71,417604,1.7,1.78,1.67,1.71,417604,0.0,1.0
90,2019-08-02T00:00:00.000Z,1.62,1.701,1.6,1.69,623419,1.62,1.701,1.6,1.69,623419,0.0,1.0
91,2019-08-05T00:00:00.000Z,1.49,1.64,1.45,1.64,367558,1.49,1.64,1.45,1.64,367558,0.0,1.0
92,2019-08-06T00:00:00.000Z,1.44,1.51,1.42,1.51,212869,1.44,1.51,1.42,1.51,212869,0.0,1.0
93,2019-08-07T00:00:00.000Z,1.51,1.58,1.37,1.42,394950,1.51,1.58,1.37,1.42,394950,0.0,1.0
94,2019-08-08T00:00:00.000Z,1.8,1.84,1.528,1.6,835904,1.8,1.84,1.528,1.6,835904,0.0,1.0
95,2019-08-09T00:00:00.000Z,1.71,1.9,1.66,1.83,632852,1.71,1.9,1.66,1.83,632852,0.0,1.0
96,2019-08-12T00:00:00.000Z,1.69,1.754,1.637,1.72,339495,1.69,1.754,1.637,1.72,339495,0.0,1.0
97,2019-08-13T00:00:00.000Z,1.71,1.78,1.59,1.72,611805,1.71,1.78,1.59,1.72,611805,0.0,1.0
98,2019-08-14T00:00:00.000Z,1.4,1.5,1.33,1.5,763417,1.4,1.5,1.33,1.5,763417,0.0,1.0
99,2019-08-15T00:00:00.000Z,1.13,1.39,1.11,1.35,1119378,1.13,1.39,1.11,1.35,1119378,0.0,1.0
100,2019-08-16T00:00:00.000Z,1.26,1.6,1.2,1.29,2202310,1.26,1.6,1.2,1.29,2202310,0.0,1.0
101,2019-08-19T00:00:00.000Z,1.19,1.34,1.14,1.33,903415,1.19,1.34,1.14,1.33,903415,0.0,1.0
102,2019-08-20T00:00:00.000Z,1.22,1.27,1.14,1.23,970309,1.22,1.27,1.14,1.23,970309,0.0,1.0
103,2019-08-21T00:00:00.000Z,1.31,1.55,1.16,1.23,2254554,1.31,1.55,1.16,1.23,2254554,0.0,1.0
104,2019-08-22T00:00:00.000Z,1.28,1.39,1.22,1.33,686743,1.28,1.39,1.22,1.33,686743,0.0,1.0
105,2019-08-23T00:00:00.000Z,1.4,1.48,1.23,1.29,1038905,1.4,1.48,1.23,1.29,1038905,0.0,1.0
106,2019-08-26T00:00:00.000Z,1.79,1.88,1.4,1.47,3473234,1.79,1.88,1.4,1.47,3473234,0.0,1.0
107,2019-08-27T00:00:00.000Z,1.52,1.87,1.24,1.79,2114249,1.52,1.87,1.24,1.79,2114249,0.0,1.0
108,2019-08-28T00:00:00.000Z,1.52,1.6,1.45,1.52,597714,1.52,1.6,1.45,1.52,597714,0.0,1.0
109,2019-08-29T00:00:00.000Z,1.51,1.6,1.45,1.54,625274,1.51,1.6,1.45,1.54,625274,0.0,1.0
110,2019-08-30T00:00:00.000Z,1.5,1.64,1.47,1.52,786334,1.5,1.64,1.47,1.52,786334,0.0,1.0
111,2019-09-03T00:00:00.000Z,1.52,1.65,1.49,1.5,841490,1.52,1.65,1.49,1.5,841490,0.0,1.0
112,2019-09-04T00:00:00.000Z,1.55,1.59,1.51,1.52,545275,1.55,1.59,1.51,1.52,545275,0.0,1.0
113,2019-09-05T00:00:00.000Z,1.67,1.74,1.57,1.57,851859,1.67,1.74,1.57,1.57,851859,0.0,1.0
114,2019-09-06T00:00:00.000Z,1.76,1.8,1.65,1.65,740495,1.76,1.8,1.65,1.65,740495,0.0,1.0
115,2019-09-09T00:00:00.000Z,1.62,1.8,1.57,1.76,700986,1.62,1.8,1.57,1.76,700986,0.0,1.0
116,2019-09-10T00:00:00.000Z,1.76,1.78,1.65,1.66,418264,1.76,1.78,1.65,1.66,418264,0.0,1.0
117,2019-09-11T00:00:00.000Z,1.76,1.84,1.74,1.75,753468,1.76,1.84,1.74,1.75,753468,0.0,1.0
118,2019-09-12T00:00:00.000Z,1.7,1.822,1.65,1.77,606441,1.7,1.822,1.65,1.77,606441,0.0,1.0
119,2019-09-13T00:00:00.000Z,1.73,1.79,1.66,1.72,562333,1.73,1.79,1.66,1.72,562333,0.0,1.0
120,2019-09-16T00:00:00.000Z,1.72,1.78,1.7,1.73,488154,1.72,1.78,1.7,1.73,488154,0.0,1.0
121,2019-09-17T00:00:00.000Z,1.72,1.8,1.71,1.74,530816,1.72,1.8,1.71,1.74,530816,0.0,1.0
122,2019-09-18T00:00:00.000Z,1.76,1.77,1.7,1.73,305627,1.76,1.77,1.7,1.73,305627,0.0,1.0
123,2019-09-19T00:00:00.000Z,1.84,2.07,1.74,1.75,1988210,1.84,2.07,1.74,1.75,1988210,0.0,1.0
124,2019-09-20T00:00:00.000Z,1.82,1.98,1.8,1.83,3233077,1.82,1.98,1.8,1.83,3233077,0.0,1.0
125,2019-09-23T00:00:00.000Z,1.77,1.92,1.69,1.92,973882,1.77,1.92,1.69,1.92,973882,0.0,1.0
126,2019-09-24T00:00:00.000Z,1.75,1.79,1.66,1.78,702269,1.75,1.79,1.66,1.78,702269,0.0,1.0
127,2019-09-25T00:00:00.000Z,1.79,1.81,1.67,1.75,469133,1.79,1.81,1.67,1.75,469133,0.0,1.0
128,2019-09-26T00:00:00.000Z,1.69,1.77,1.62,1.77,372723,1.69,1.77,1.62,1.77,372723,0.0,1.0
129,2019-09-27T00:00:00.000Z,1.58,1.8,1.58,1.8,284993,1.58,1.8,1.58,1.8,284993,0.0,1.0
130,2019-09-30T00:00:00.000Z,1.44,1.59,1.42,1.58,459445,1.44,1.59,1.42,1.58,459445,0.0,1.0
131,2019-10-01T00:00:00.000Z,1.39,1.5,1.37,1.5,253032,1.39,1.5,1.37,1.5,253032,0.0,1.0
132,2019-10-02T00:00:00.000Z,1.43,1.475,1.28,1.39,416954,1.43,1.475,1.28,1.39,416954,0.0,1.0
133,2019-10-03T00:00:00.000Z,1.53,1.53,1.4,1.43,214853,1.53,1.53,1.4,1.43,214853,0.0,1.0
134,2019-10-04T00:00:00.000Z,1.47,1.53,1.44,1.49,274032,1.47,1.53,1.44,1.49,274032,0.0,1.0
135,2019-10-07T00:00:00.000Z,1.45,1.5,1.44,1.44,163354,1.45,1.5,1.44,1.44,163354,0.0,1.0
136,2019-10-08T00:00:00.000Z,1.43,1.473,1.39,1.45,208131,1.43,1.473,1.39,1.45,208131,0.0,1.0
137,2019-10-09T00:00:00.000Z,1.49,1.5,1.41,1.43,174620,1.49,1.5,1.41,1.43,174620,0.0,1.0
138,2019-10-10T00:00:00.000Z,1.46,1.5,1.4,1.5,204177,1.46,1.5,1.4,1.5,204177,0.0,1.0
139,2019-10-11T00:00:00.000Z,1.43,1.49,1.425,1.47,164010,1.43,1.49,1.425,1.47,164010,0.0,1.0
140,2019-10-14T00:00:00.000Z,1.47,1.49,1.4,1.43,221784,1.47,1.49,1.4,1.43,221784,0.0,1.0
141,2019-10-15T00:00:00.000Z,1.58,1.659,1.4,1.46,903289,1.58,1.659,1.4,1.46,903289,0.0,1.0
142,2019-10-16T00:00:00.000Z,1.59,1.62,1.512,1.58,145085,1.59,1.62,1.512,1.58,145085,0.0,1.0
143,2019-10-17T00:00:00.000Z,1.64,1.65,1.55,1.57,311202,1.64,1.65,1.55,1.57,311202,0.0,1.0
144,2019-10-18T00:00:00.000Z,1.68,1.81,1.62,1.62,486871,1.68,1.81,1.62,1.62,486871,0.0,1.0
145,2019-10-21T00:00:00.000Z,1.7,1.78,1.595,1.65,301223,1.7,1.78,1.595,1.65,301223,0.0,1.0
146,2019-10-22T00:00:00.000Z,1.55,1.72,1.5,1.69,411667,1.55,1.72,1.5,1.69,411667,0.0,1.0
147,2019-10-23T00:00:00.000Z,1.61,1.63,1.54,1.57,173431,1.61,1.63,1.54,1.57,173431,0.0,1.0
148,2019-10-24T00:00:00.000Z,1.63,1.65,1.59,1.6,92910,1.63,1.65,1.59,1.6,92910,0.0,1.0
149,2019-10-25T00:00:00.000Z,1.61,1.74,1.585,1.61,402015,1.61,1.74,1.585,1.61,402015,0.0,1.0
150,2019-10-28T00:00:00.000Z,1.55,1.64,1.5,1.6,174082,1.55,1.64,1.5,1.6,174082,0.0,1.0
151,2019-10-29T00:00:00.000Z,1.61,1.62,1.534,1.57,152437,1.61,1.62,1.534,1.57,152437,0.0,1.0
152,2019-10-30T00:00:00.000Z,1.63,1.65,1.56,1.61,118237,1.63,1.65,1.56,1.61,118237,0.0,1.0
153,2019-10-31T00:00:00.000Z,1.65,1.66,1.49,1.61,143097,1.65,1.66,1.49,1.61,143097,0.0,1.0
154,2019-11-01T00:00:00.000Z,1.66,1.68,1.6,1.66,143778,1.66,1.68,1.6,1.66,143778,0.0,1.0
155,2019-11-04T00:00:00.000Z,1.64,1.68,1.62,1.65,95755,1.64,1.68,1.62,1.65,95755,0.0,1.0
156,2019-11-05T00:00:00.000Z,1.56,1.66,1.54,1.66,183666,1.56,1.66,1.54,1.66,183666,0.0,1.0
157,2019-11-06T00:00:00.000Z,1.51,1.56,1.47,1.54,175628,1.51,1.56,1.47,1.54,175628,0.0,1.0
158,2019-11-07T00:00:00.000Z,1.48,1.55,1.46,1.52,93632,1.48,1.55,1.46,1.52,93632,0.0,1.0
159,2019-11-08T00:00:00.000Z,1.45,1.548,1.449,1.5,64261,1.45,1.548,1.449,1.5,64261,0.0,1.0
160,2019-11-11T00:00:00.000Z,1.39,1.5,1.39,1.47,168154,1.39,1.5,1.39,1.47,168154,0.0,1.0
161,2019-11-12T00:00:00.000Z,1.32,1.42,1.32,1.4,200273,1.32,1.42,1.32,1.4,200273,0.0,1.0
162,2019-11-13T00:00:00.000Z,1.3,1.39,1.283,1.36,762772,1.3,1.39,1.283,1.36,762772,0.0,1.0
163,2019-11-14T00:00:00.000Z,1.26,1.31,1.25,1.3,427223,1.26,1.31,1.25,1.3,427223,0.0,1.0
164,2019-11-15T00:00:00.000Z,1.33,1.37,1.28,1.33,380707,1.33,1.37,1.28,1.33,380707,0.0,1.0
165,2019-11-18T00:00:00.000Z,1.19,1.31,1.15,1.28,395679,1.19,1.31,1.15,1.28,395679,0.0,1.0
166,2019-11-19T00:00:00.000Z,1.32,1.34,1.14,1.16,444993,1.32,1.34,1.14,1.16,444993,0.0,1.0
167,2019-11-20T00:00:00.000Z,1.29,1.37,1.25,1.26,227015,1.29,1.37,1.25,1.26,227015,0.0,1.0
168,2019-11-21T00:00:00.000Z,1.26,1.31,1.25,1.31,121315,1.26,1.31,1.25,1.31,121315,0.0,1.0
169,2019-11-22T00:00:00.000Z,1.3,1.32,1.21,1.23,244235,1.3,1.32,1.21,1.23,244235,0.0,1.0
170,2019-11-25T00:00:00.000Z,1.31,1.55,1.27,1.27,1303519,1.31,1.55,1.27,1.27,1303519,0.0,1.0
171,2019-11-26T00:00:00.000Z,1.29,1.359,1.28,1.32,113553,1.29,1.359,1.28,1.32,113553,0.0,1.0
